prompt,completion
Given chess position: r1bqkbnr/p1pp1ppp/8/1p2p3/2B3PP/2P1P3/PP1P1P1R/RNBQK1N1 b Qkq - 0 6. What special moves are available? Answer:,castling
Given chess position: rn1q3r/pp1bk1b1/2p1pppp/3p4/QPPPn2P/N3P3/P4PP1/RKB2BNR w - - 0 13. Is the move a4a6 legal? Answer:,legal
Given chess position: r1bqkbnr/p2ppp1p/1p6/1Bp5/P2P2p1/4P3/nPPK1PPP/RNBQ2NR w kq - 0 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/1p1pppp1/B7/2p2qNp/P3P3/2P2P2/1P1P2PP/RNBQK1R1 w Qkq - 0 11. What special moves are available? Answer:,"castling, en passant"
Given chess position: rn1q1bnr/p1p1kpp1/b2ppN2/8/Pp4P1/3P3B/NPP1PP1P/1RBQ1RK1 b - - 6 12. What special moves are available? Answer:,none
Given chess position: r1b4r/pp2pk1p/7b/1NPp2p1/1n3Pn1/B1P5/P2PP2P/1R2KBNR b K - 3 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbnr/pp1p2pp/1q6/2p1pp2/1P6/N1P4N/P2PPPPP/R1BQKB1R b KQkq - 0 6. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kb1r/pppp1ppp/5q2/4p3/2P2P2/1P5N/P2PPnPP/RNBQKB1R b KQkq - 0 6. What special moves are available? Answer:,castling
Given chess position: rnb1kb1r/1p1pp3/p4n1p/q1p2pp1/1P3PPP/N7/P1PPPNB1/R1BQK2R b KQkq - 0 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1b1kb1r/ppqp1npp/n1p1p3/5p2/3PPB2/8/PPP1KPPP/R2QNB1R b kq - 2 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1qk1nr/2pp1ppp/8/pp2p2P/2N3P1/1PP5/R1QP1P1R/2B1KBN1 b q - 2 13. Is the move b5b4 legal? Answer:,legal
Given chess position: 1n1k1bnr/rb1pp1p1/p1p2p2/1p1P3p/6PP/2P1qP1B/PP2P3/RNQK2NR w - - 0 14. What special moves are available? Answer:,none
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1qbnr/p1pppk1p/5pp1/1p6/4PP2/N1P5/PP1P2PP/R1BQKBNR w KQ - 0 6. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1rbq1bnr/ppp1p1pp/1k1p1p2/6P1/P7/4NN1P/RPPPnPR1/2BQKB2 w - - 0 12. What special moves are available? Answer:,none
Given chess position: r1bqkbnr/pp2pppp/1npp4/3Q4/8/3P1P2/1PPKP1PP/RNB2BNR b kq - 1 7. Is the move a8b8 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b1kb1r/ppp1np2/3p1qp1/4p2p/3PP3/1Pn4P/P2NQPPR/R1BK1BN1 w kq - 0 13. Is the move d1e1 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb1kbnr/p2p3p/1q4Q1/1Pp1p3/P3Pp1p/1P5R/3P1PP1/RNB1KBN1 b Qkq - 6 12. What special moves are available? Answer:,castling
Given chess position: rn1qk1nr/ppp2pp1/7p/3pp3/P5P1/2P2P1b/1PNPP2P/2BQKBNR b Kkq - 0 7. Is the move g8f6 legal? Answer:,legal
Given chess position: r1bqkb1r/pp1pp1pp/n1p2n2/5p2/8/1P1PBP2/P1PQP1PP/RN2KBNR b KQkq - 4 6. Is the move g7g6 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1qkbnr/4pb2/3p3p/pp2Bp1P/2P3Pp/4PP2/P1PP1K2/RN1Q1BN1 b kq - 1 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/ppp1p1p1/3p4/1N5p/2P1Pp2/1P6/P2PNPPP/R1BQKB1R w KQkq - 0 7. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1k1bnr/2p1pQ2/1p6/2qpN1p1/p7/N2P1R2/P2P1P2/1RB1KB2 w - - 1 16. Is the move b1b4 legal? Answer:,legal
Given chess position: r1bqk1nr/1p5p/n5p1/p1pppPpQ/2P4P/1PNPP3/P5P1/R1B1KBR1 b Qkq - 1 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 1nb1k1nr/r2p3p/p3pp2/1pp3p1/2PP2P1/2QNP3/PP1NK2P/R1B2B1R w - - 2 15. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkb1r/p2ppp2/7p/1ppP2pn/8/4BP2/PPPNP1PP/R2QKBNR w KQkq - 0 9. What special moves are available? Answer:,castling
Given chess position: rnbq1bnr/1p1kpp1p/2p5/pB4p1/P2p1P1P/N3P3/1PPP2PR/R1BQK1N1 b - - 2 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1k1nr/p2pbp1p/4p1p1/2p5/1p2P3/P2P1P1q/1PP1K1B1/RNBQ2NR b kq - 1 11. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2rk1bnr/pbN1pppp/n1q1P3/2pp4/5N2/5Q2/PPPP1PPP/1RB1KBR1 b - - 8 13. Is the move d5d4 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kbnr/2qp1pp1/p3p2p/1pp3N1/P3PPP1/1P6/2PPBK1P/RNBQ3R w k - 0 10. Is the move b1a3 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqkb1r/2pn3n/pp1pp1p1/2NP1pp1/P7/7N/1PP1PP1P/R1BQKB1R w KQkq - 0 12. Is the move f1g2 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2bqkbn1/r1ppp1p1/3r4/p1n4p/2p2Pp1/NP1PK3/P1QBP1BP/R5NR b - - 3 13. What special moves are available? Answer:,none
Given chess position: r2qk2r/2p1p1bp/p1n2ppn/1p1p1b2/P3P1PP/NPP2P2/2RP4/2BQKBNR w Kkq - 1 12. What special moves are available? Answer:,castling
Given chess position: r1bq1b1r/p1p1kpp1/np3n2/P2p3p/2P1p1P1/NPR5/1B1PPP1P/3QKBNR w K - 0 12. Is the move b2c1 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b2bnB/pp2q3/2n1k3/2p1p1Qp/P2p3P/2NP4/1PP1PPP1/2R1KBNR b K - 2 14. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bqk2r/3p1ppp/n4n2/p1pBb1P1/4p3/4PP1P/PP1P2Q1/RNBK2NR b kq - 2 13. Is the move e5b8 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqk3/1p2p1b1/p6n/1nPp1Ppr/6P1/5N1P/P1PPBP1R/RNB1K3 b Qq - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/1p2ppp1/2p4p/3p4/Pp3P2/4P2N/2PP2PP/RNBQKB1R w KQkq - 0 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb2k1r/1p2qp1p/1b1p1n2/pNp1p1p1/4P1PP/2P2N1B/PPQP1PK1/R1B4R w - - 2 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1kb1r/1pq3pp/2np3n/1pp1p3/3Pp1P1/N3BN2/PPP2P1P/R2QKR2 w Qkq - 2 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1b1kb1r/p2nnp2/4p2p/1ppp2p1/2PP4/1P1P1Q1P/P1N2PP1/1RB1KBNR w Kkq - 2 11. Is the move a2a3 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kbn1/2q1p1p1/p1pp3r/1p3p1p/2N1P1QP/6P1/PPPP1P1R/R1B1KB2 w Qq - 2 13. Is the move c4e5 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn2kb1r/1b1ppp1p/pq4pP/2p5/1p2PP2/3P2PN/PP4B1/RNBQK2R w KQkq - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: N4bnr/p2nkp2/1p1p2p1/1P2p2p/2Pq4/P2b1N1P/R2KPPPR/2BQ1B2 w - - 0 15. What special moves are available? Answer:,en passant
Given chess position: rnb1k1nr/2qpppbp/1pp5/p5p1/2P5/N2PP2P/PP1Q1PP1/R1B1KBNR w KQkq - 1 7. Is the move e3e4 legal? Answer:,legal
Given chess position: rn2kbnr/2p1pppp/b2p4/pN6/8/5PPP/P1PPN3/R1BQKB1R w KQkq - 0 9. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqk1nr/3p4/p1nb1p2/1pp1p1Np/P1N3P1/1P2P3/1BPP1PBP/R2Q1RK1 w kq - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: r1bqk2r/pp1pp2p/2n4b/6p1/1PpP2n1/5p1P/PBPQPPB1/RN2K1NR w KQkq - 4 12. Is the move g2f1 legal? Answer:,legal
Given chess position: rn1qkbnr/p1p1p1p1/bp1p3p/8/8/P1QP1p1P/1PP1PP1R/RNB1KB2 b Qkq - 1 8. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rbbq2nr/p2pkp2/np2p1pp/1N6/P3P2P/1pPP1PPR/1R2B3/2BQK1N1 w - - 3 15. Is the move d3d4 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bq1k1r/p1pn4/p1n1p3/1PbpP2p/3P1PpB/P2Q3P/2P1N1P1/RN2K2R w KQ - 0 16. Is the move h3g4 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/1pp1pppp/3p4/p7/5P2/N3P3/PPPP1QPP/R1B1KBNR w KQkq - 2 6. What special moves are available? Answer:,castling
Given chess position: rnb1k1r1/pp3p1p/2pppnpB/8/1b2P3/P2P4/2P1KPPP/RN1Q1BNR w q - 0 9. Is the move g2g3 legal? Answer:,legal
Given chess position: rnbqkbnr/1p2p1p1/5p2/p1pp3p/8/2NP3P/PPPBPPPR/R2QKBN1 b Qkq - 1 6. Is the move b8a6 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bq1b1r/p1pk2p1/1pn1pn2/3p1p1p/PP3P2/3P1N1N/2P1PBPP/R1Q1KB1R w KQ - 1 15. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1k2r/ppqpnp2/2pbp1pp/4P3/3P4/P1P3N1/1P3PPP/RNBQKB1R w KQkq - 3 8. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1k1nr/1p1p1qp1/p2b3p/2p1pp2/5P2/1PPPP1N1/PB1Q2BP/RN4KR b - - 3 14. Is the move g7g6 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnb3nr/p3kpp1/1p1Pq2p/3p4/2Pp4/6P1/PPQ1P1BP/RNB2KNR b - - 0 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnb1kbn1/p2ppp1r/1pp5/4P1p1/PP1P2Pp/2Pq1N2/R4P1P/1NBQKB1R w Kq - 0 11. What special moves are available? Answer:,castling
Given chess position: rn1qkbnr/1p2p1pp/2p5/p2p1b2/2P4P/5N2/PP1PPP2/RNBQKB1R w KQkq - 0 6. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bq1r1k/1pp1bppp/p1np3n/4P3/Q1P5/P2BP2N/RP3PPP/1NB1K1R1 b - - 2 10. Is the move d6d5 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b2bnr/p1pppqp1/n3k3/1p3p1p/1P6/N2PB3/P1PQPPPP/R3KBNR w KQ - 2 9. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbq1bnr/2pp1p2/1p3kp1/p3pP1p/6PP/N2P4/PPP1P3/1RBQKBNR w K - 0 8. What special moves are available? Answer:,castling
Given chess position: rn1qk2r/1p2pp1p/p2p3b/2p2b2/P1PPPpnP/3B4/1P6/RNBQK1NR w Kq - 1 12. What special moves are available? Answer:,castling
Given chess position: r1bqk1nr/pp1p2b1/B3p1pp/2p2p2/1P6/B1P1PN1P/P2P1PP1/RN1QK2R w KQkq - 0 8. Is the move a3b2 legal? Answer:,legal
Given chess position: rnbk1bn1/pp1ppp2/1r6/N1P3pp/2P5/4KP1q/P2PP1P1/R1BQ1BR1 w - - 0 12. What special moves are available? Answer:,en passant
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 1rbqkb1r/1p1pp1p1/n1p4p/p1BP1p2/PP6/2PQ1NP1/4Pn1P/RN2KB1R w KQk - 2 12. Is the move e2e3 legal? Answer:,legal
Given chess position: r1bqkbnr/p3p3/1ppp1ppp/1NP5/2Q4P/5nP1/PP2PP1R/R1B1KBN1 w Qk - 2 14. Is the move e2f3 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r3kb1r/1pq1ppp1/n1p4n/Q2p3p/2bP4/N1P5/PPK2PPP/R1B2BNR b kq - 7 13. What special moves are available? Answer:,castling
Given chess position: r2qk2r/pppn3p/4pn1b/P2p1p2/2P2p2/1P1P2Pb/R3P1B1/1NBQ1KNR b kq - 0 12. Is the move a1h8 legal? Answer:,illegal
Given chess position: r2qk1nr/p1p1ppb1/np5p/3b2p1/1PP3P1/N2p1P1P/P2PP1B1/R1BQK1NR b Qkq - 3 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: 1rb1kbnr/pp2p2p/n6N/2p1q1p1/3p1P2/NP1Pp1P1/PBP1K2P/R3QBR1 b k - 1 14. What special moves are available? Answer:,castling
Given chess position: rn2kbnr/4pp1p/p1ppb3/1p1Q1qp1/PP6/2P2P1N/3PP1PP/RNB1KB1R w KQkq - 0 10. Is the move d5c4 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1b1kbnr/1ppq2pp/n2pp3/p4p2/1PNP1P2/6P1/P1PBP2P/RN1QKB1R b KQkq - 2 8. What special moves are available? Answer:,castling
Given chess position: r1bqkb1r/p2ppp1p/1pn2n2/2p3p1/6N1/1QP2P2/PP1PP1PP/R1B1KBNR w KQkq - 4 8. Is the move b3c2 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqk1nr/p1pp1p1p/2nb4/1P2p1p1/5P1P/1P5N/2PPP1P1/RNBQKB1R w KQkq - 1 7. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1b2bnr/2pp1k1p/pP2p1p1/4Ppq1/5nP1/NP1P1P2/PB5P/1R1QKBNR b K - 0 14. What special moves are available? Answer:,castling
Given chess position: rnbqkbr1/2ppppp1/5n2/p6p/p5P1/R2P1P2/1PP1P2P/1NBQKBNR b K - 6 9. What special moves are available? Answer:,castling
Given chess position: r2qkbnr/1bpp1ppp/np2p3/5P1Q/1p6/4P2N/P1PP2PP/RNBK1B1R w kq - 2 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn1q1b1r/p2kpp2/1p1p3p/2P3p1/2P1K1b1/NP2PP1P/P5P1/R1B1nBNR b - - 2 13. Is the move g4f3 legal? Answer:,legal
Given chess position: rnbqkb1r/2ppp2p/6pn/pp6/4P3/8/PPPQ1PPP/RN2KBNR w KQkq - 0 8. What special moves are available? Answer:,"castling, en passant"
Given chess position: rn2kbnr/2p3p1/1p3pb1/pq1pp1Pp/1P1P4/2K1B2P/P1P1PP1R/RN1Q1BN1 b kq - 1 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r2kqb1r/pp2pp1p/3pb1pn/3pn3/P2P3P/1PP1PPP1/2Q5/RN2KBNR b KQ - 0 11. What special moves are available? Answer:,"castling, en passant"
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rn1qk2r/1bpp1pbp/p3p1pn/1p6/N2P1P2/2B2N2/PPP1PKPP/R2Q1B1R b kq - 3 8. Is the move b7f3 legal? Answer:,legal
Given chess position: rnbqkb1r/pp2ppp1/3p3p/2p5/P3P1n1/5P2/1PPP2PP/RNBQKBNR w KQkq - 1 6. What special moves are available? Answer:,castling
Given chess position: r4b1r/p2bkppp/Pp3q1n/3pp3/3PP2P/RP3P2/2P3P1/2BQKBNR w K - 1 12. Is the move a3a2 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rnb1kb1r/n1p1pppp/p2p4/1p6/P5P1/3P1P1P/1PPQq3/R1B1KBNR w Kkq - 0 13. Is the move a1h8 legal? Answer:,illegal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r1bqk1nr/p2n2pp/1pp5/PPbp1p2/4pP1P/3PP1P1/2P5/RNBQKBNR b KQkq - 0 9. What special moves are available? Answer:,castling
Given chess position: rn2kb1r/p1p1ppnp/3p2p1/1pqb1PN1/3PP1P1/NQP5/PP5P/1RB1KB1R b Kkq - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbq2nr/ppppbkp1/4p3/5p1p/2P5/P5PB/RP1PPP1P/1NBQK1NR w K - 1 6. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: r1bqk1n1/pp1p1p2/n1p4r/P5Pp/2Nb4/3PpNP1/RPP1P2P/2BQKB1R b Kq - 0 12. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/ppp1p3/8/5ppp/P1p2P1P/1P1PP3/R2N2P1/2BQKBNR b Kkq - 1 9. What special moves are available? Answer:,castling
Given chess position: r3kbnr/ppp2pp1/n2qpB2/3P3p/1P4b1/3P1P2/P1P3PP/RN1QKBNR w KQkq - 1 8. Is the move b1c3 legal? Answer:,legal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: rn2kb1r/1b1p1p1p/4p1pB/pppq1P2/2PP1Q2/P4NP1/1P2P2P/RN2KB1R b KQkq - 2 14. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbq1bnr/1p1ppk1p/2p3p1/p4p1Q/1P3P2/P1P1P3/R2P2PP/1NB1KBNR w K - 0 8. Is the move f1a6 legal? Answer:,legal
Given chess position: r2qkbn1/ppp2pp1/2np3r/4pb1p/P7/R1PQPN2/1P1P1PPP/1NB1KB1R b Kq - 3 7. Is the move f5e4 legal? Answer:,legal
Given chess position: rnb1kbnr/pp1p2pp/4pq2/2p2P2/2P4P/N2P4/PP3PP1/R1BQKBNR b KQkq - 0 6. What special moves are available? Answer:,castling
Given chess position: r2qk2r/2p1npp1/7B/pP1pNb2/P2P2pP/N5R1/1b2PP2/R2QKB2 b Qkq h3 0 15. What special moves are available? Answer:,"castling, en passant"
Given chess position: 1r1qkbnr/pbppp1pp/2n1Q3/1p6/5p1P/N1PP2P1/PP2PP2/R1B1KBNR b KQk - 0 9. What special moves are available? Answer:,castling
Given chess position: r2qkbnr/pnpppp2/b6p/6N1/1Pp3pP/N5P1/3PPP2/R1BQKB1R b KQkq - 0 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: r2qkbnr/pppN1p2/3p4/6p1/P3PQ2/1b5P/1PPP1PP1/RNB1KB1R w KQkq - 3 10. What special moves are available? Answer:,castling
Given chess position: rnbqkbnr/7p/2p2p2/pp1pp1p1/2P1N3/P5PP/1P1PPPB1/R1BQK1NR w KQkq - 0 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqkbnr/1p4p1/5pPp/pN1pp3/8/2p2P2/PPPPP1BP/R1BQK1NR w KQkq - 0 10. Is the move b5d6 legal? Answer:,legal
Given chess position: 2r1kbnr/p3p2p/n1p1b2p/1p1pqp2/1PPP4/N4PPP/P2QP1B1/2R2KNR w k - 3 15. What special moves are available? Answer:,castling
Given chess position: 1rb1k1nr/pPqp3p/n3pppb/6N1/8/P2P4/1BPQPPPP/RN2KB1R w KQk - 0 11. What special moves are available? Answer:,"castling, promotion"
Given chess position: r3kbnr/1q2p3/1p1Q1p2/pPp1P1pp/P3PPb1/4BN1P/2P5/RN2KB1R b KQkq - 0 13. What special moves are available? Answer:,castling
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: r2qkbnr/2ppppp1/bp5p/3N4/pnP1P3/1P3P1N/P2P2PP/R1BQKBR1 b Qkq - 3 10. Is the move a1h8 legal? Answer:,illegal
Given chess position: rnbqk2r/pp1p1p1p/3b2pn/1Pp1p3/4P3/2P4P/P2P1PP1/RNBQKBNR w KQkq - 1 6. What special moves are available? Answer:,castling
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: 2rqkbr1/p1p3pp/b2ppp2/1P6/1n2P3/1Q1P1P1P/P1N3Pn/R1B1KBNR w KQ - 0 13. Is the move c1f4 legal? Answer:,legal
Given chess position: 8/8/8/8/8/8/KP6/k7 w - - 0 1. What is the best move? Answer:,b2b4
Given chess position: rnbqkbnr/4pp2/3p4/pp1p2p1/P1P4p/4PPK1/1P1B2PP/RN2QBNR w kq - 0 13. What special moves are available? Answer:,castling
Given chess position: r1b1kbnr/p1pp1ppp/2n2R2/1pP5/1P2p3/N2Pq3/P3PPP1/R1BQKBN1 b Qkq - 0 10. What special moves are available? Answer:,castling
Given chess position: rnb1kb1r/2p2pp1/Bp1qpn2/P2p2P1/4P2p/N1P2P1P/1P1P4/R1BQK1NR w KQq - 1 11. Is the move a1h8 legal? Answer:,illegal
Given chess position: 2r3k1/5ppp/p7/8/8/4Q3/PPP2PPP/2K5 w - - 0 1. What is the best move? Answer:,e3e8
